prd_id,prd_key,prd_nm,prd_cost,prd_line,prd_start_dt,prd_end_dt
4173,CL-JE-310-58,ML HL Road Handlebars - Blue- 58,692.0,S ,2013-08-07,2017-04-30
1905,CL-CA-110-60,HL ML Road Frame - Yellow- 60,93.0,M ,2012-11-25,
6592,AC-PA-684-42,LL ML Road Front Wheel - Blue- 42,2137.0,S ,2012-04-20,
225,CL-VE-616-60,LL Touring Rear Wheel - Black- 60,2774.0,M ,2011-01-29,
4889,CO-BR-232-38,HL Full - Blue- 38,2499.0,T ,2012-01-04,
4009,CO-PD-537-60,LL HL Mountain Tire - Blue- 60,298.0,S ,2022-04-21,2025-06-27
4525,AC-BR-702-44,HL LL Fork - Blue- 44,3336.0,M ,2017-01-17,2021-09-20
2402,AC-BS-495-38,ML Bike Wash - Silver- 38,962.0,R ,2012-11-16,
4981,AC-PA-135-42,LL Racing Socks - Black- 42,2779.0,R ,2024-09-26,
4089,CO-SA-101-58,ML Front Derailleur - Yellow- 58,2206.0,R ,2012-09-06,
1553,CO-CH-413-62,LL HL Mountain Tire - Blue- 62,,M ,2022-12-08,2026-05-30
1041,CO-WH-798-52,ML LL Mountain Front Wheel - Silver- 52,779.0,R ,2022-09-25,
2844,AC-HE-564-42,ML Half - Red- 42,1927.0,T ,2018-02-26,2022-01-31
1321,CL-CA-679-52,LL HL Mountain Seat/Saddle - Black- 52,1476.0,R ,2011-10-08,
2164,BI-MB-980-60,LL LL Touring Frame - Black- 60,2675.0,S ,2013-09-28,
2928,CL-VE-139-52,ML LL Crankset - Yellow- 52,547.0,S ,2018-12-06,
6186,CO-HS-485-60,HL Mountain Tire Tube - Blue- 60,3483.0,T ,2016-06-13,
1020,CL-CA-402-62,LL All - Yellow- 62,3130.0,T ,2015-08-28,
5369,CL-JE-833-60,LL Hitch Rack - Red- 60,209.0,T ,2013-11-25,
3183,CL-VE-906-44,HL Full - Silver- 44,,M ,2015-03-21,2019-06-09
4748,AC-HE-841-62,HL Mountain - White- 62,,R ,2012-10-04,2016-11-02
1097,CO-HB-198-62,HL Headlights - White- 62,174.0,M ,2016-07-24,2021-01-01
5254,CO-BR-716-62,LL LL Road Frame - Red- 62,1172.0,S ,2014-06-26,2015-11-05
856,AC-BC-118-44,ML HL Road Seat/Saddle - Silver- 44,619.0,T ,2012-12-20,
6032,AC-CL-725-42,ML HL Road Handlebars - White- 42,3096.0,,2015-05-19,2019-09-01
948,CO-SA-923-52,ML LL Fork - Silver- 52,1770.0,T ,2021-11-01,
3329,CO-CS-624-62,ML LL Mountain Frame - Red- 62,,T ,2018-11-22,
2537,CO-SA-453-48,HL ML Road Frame - Blue- 48,,S ,2011-07-03,2014-11-19
5222,BI-RB-710-58,HL LL Touring Frame - Yellow- 58,2456.0,S ,2018-06-21,
2128,CO-SA-711-48,ML Mountain Bottle Cage - Silver- 48,3199.0,S ,2022-08-04,
5291,CO-BB-286-44,HL HL Road Tire - Black- 44,1114.0,T ,2018-08-29,2017-10-13
1163,CL-VE-390-48,LL ML Road Handlebars - Red- 48,1734.0,T ,2011-11-02,
2986,AC-TT-707-52,LL LL Road Tire - Yellow- 52,3232.0,M ,2023-02-24,
3789,AC-HE-442-38,ML HL Mountain Seat/Saddle - Silver- 38,2035.0,R ,2012-06-07,2016-12-13
1135,CO-MF-564-62,LL Long - White- 62,211.0,M ,2022-03-22,2026-09-08
6495,CL-SH-715-42,ML LL Road Frame - Silver- 42,2552.0,T ,2021-08-04,2022-07-18
5356,CL-VE-112-62,LL Cable Lock - Silver- 62,2350.0,T ,2014-07-03,
1429,CL-SO-667-52,ML Mountain Tire Tube - White- 52,134.0,T ,2011-11-14,2011-09-26
5419,CL-VE-347-52,LL Rear Brakes - Blue- 52,2671.0,,2023-06-08,2027-07-02
5598,CO-TF-788-52,LL HL Mountain Tire - Blue- 52,1764.0,T ,2013-04-26,2014-12-24
237,CL-SH-457-38,LL HL Road Tire - Silver- 38,1014.0,R ,2015-02-27,2018-10-09
5935,BI-MB-725-62,HL Long - Red- 62,,T ,2022-07-11,
4476,AC-BR-836-58,HL HL Fork - Black- 58,229.0,T ,2024-10-30,
5508,CL-BS-911-58,ML HL Mountain Tire - Red- 58,-50.0,S ,2021-06-01,
713,AC-LI-311-58,LL ML Headset - Red- 58,3108.0,R ,2020-02-28,
6424,AC-PA-151-42,ML LL Mountain Handlebars - Silver- 42,,T ,2011-11-01,2013-01-07
1961,CO-HB-905-52,LL Women's Tights - Blue- 52,2648.0,T ,2020-07-03,
1801,CO-FO-500-58,LL HL Touring Seat/Saddle - Blue- 58,,T ,2017-07-05,2018-04-14
5673,CO-MF-409-42,HL ML Bottom Bracket - White- 42,,S ,2024-02-16,2026-04-17
4162,CL-JE-162-60,ML Men's Bib - Yellow- 60,379.0,M ,2015-11-01,2018-06-28
2125,CL-BS-167-48,HL LL Touring Handlebars - Silver- 48,2567.0,S ,2023-09-24,
1954,CO-CS-828-44,ML Road - Black- 44,1335.0,S ,2024-08-29,2024-05-01
4582,AC-LO-183-42,ML Rear Derailleur - Red- 42,252.0,S ,2018-01-19,
2752,CL-BS-177-62,LL Water Bottle - White- 62,1990.0,S ,2020-10-17,
414,AC-PA-453-52,ML HL Headset - Silver- 52,2611.0,R ,2013-02-01,
5168,AC-HE-948-42,ML HL Road Frame - Blue- 42,2901.0,S ,2024-03-26,
5619,CO-WH-794-62,HL Men's Sports Shorts - Red- 62,1906.0,T ,2013-12-29,
1875,CO-WH-644-44,ML Minipump - Silver- 44,2288.0,S ,2022-01-21,2023-03-22
835,AC-BC-859-62,HL Mountain Tire Tube - White- 62,2788.0,M ,2011-10-15,
5542,CL-BS-404-60,ML Touring Tire Tube - Yellow- 60,3424.0,T ,2019-02-04,
5236,BI-MB-849-52,LL Mountain Bottle Cage - Yellow- 52,1978.0,M ,2023-08-09,2026-08-07
5073,AC-BC-686-38,HL Short - Black- 38,664.0,M ,2011-07-29,
6506,AC-BS-954-58,LL Minipump - White- 58,722.0,,2023-09-17,2026-02-16
2837,CL-SO-552-42,LL Headlights - Blue- 42,1491.0,M ,2016-06-14,2017-09-10
3023,CO-MF-351-44,ML HL Road Frame - Black- 44,1482.0,T ,2016-05-03,
3685,AC-FE-723-38,ML Rear Derailleur - Yellow- 38,1084.0,S ,2013-05-20,
2137,CO-RF-616-48,HL Mountain Bottle Cage - Black- 48,1683.0,S ,2020-12-13,2021-10-24
3300,CL-SH-801-58,ML LL Touring Frame - Silver- 58,,M ,2023-07-02,
852,CO-BR-504-62,LL Road Tire Tube - Blue- 62,,R ,2012-03-22,2013-12-12
5025,CO-DE-219-48,LL ML Mountain Tire - Blue- 48,639.0,M ,2023-10-14,
1355,CO-HB-743-58,HL LL Touring Seat/Saddle - Black- 58,3391.0,R ,2011-07-21,2015-09-13
485,CL-JE-758-60,LL ML Crankset - Black- 60,1629.0,S ,2017-06-20,2021-02-19
3725,BI-MB-808-48,ML LL Touring Frame - Yellow- 48,2835.0,M ,2013-09-04,
3582,CO-DE-800-62,ML LL Headset - Silver- 62,727.0,,2021-08-22,2022-08-20
5452,CO-MF-562-60,HL ML Headset - Silver- 60,522.0,S ,2019-02-19,
699,AC-HP-512-42,HL Touring Front Wheel - Yellow- 42,1851.0,T ,2022-05-19,
731,CO-WH-910-42,HL HL Crankset - White- 42,2640.0,T ,2018-08-23,2022-11-09
4509,CO-HS-685-44,LL ML Road Front Wheel - Red- 44,2166.0,R ,2020-05-29,
411,CO-TF-241-58,HL HL Road Front Wheel - Red- 58,1172.0,M ,2022-01-24,
2493,AC-TT-199-52,LL ML Road Tire - Silver- 52,459.0,M ,2023-12-09,
5746,CO-HB-584-60,LL ML Touring Seat/Saddle - White- 60,2036.0,R ,2014-09-10,
949,CO-WH-948-58,HL HL Road Front Wheel - Yellow- 58,676.0,S ,2011-11-12,
2247,CL-SH-684-38,ML HL Mountain Frame - Silver- 38,2282.0,T ,2020-03-09,
2756,CO-SA-467-48,LL Road - Yellow- 48,589.0,R ,2012-04-24,
1956,CO-FO-798-52,LL Touring Tire - Red- 52,1511.0,M ,2014-12-15,
5449,CO-BR-269-42,HL HL Headset - Silver- 42,2325.0,M ,2022-03-01,2024-07-27
5042,BI-MB-472-38,HL AWC Logo Cap - Red- 38,103.0,M ,2017-11-26,2020-03-19
6101,CO-HS-923-52,LL LL Road Seat/Saddle - Black- 52,319.0,T ,2017-12-08,
247,CO-BR-296-42,ML ML Crankset - Blue- 42,1488.0,M ,2019-08-01,
6346,AC-PA-440-52,LL HL Mountain Handlebars - Red- 52,371.0,S ,2015-09-24,2016-07-16
1656,CL-CA-322-62,ML HL Mountain Seat/Saddle - Black- 62,2063.0,M ,2014-03-07,
2799,CL-GL-753-62,LL Cable Lock - Yellow- 62,960.0,R ,2020-11-11,
1661,CO-HS-400-58,ML ML Mountain Pedal - Red- 58,1233.0,M ,2020-07-19,
1229,CL-GL-951-38,HL LL Road Seat/Saddle - Blue- 38,3280.0,T ,2011-08-17,
3900,CL-VE-298-42,HL ML Mountain Handlebars - Red- 42,982.0,R ,2014-12-12,
2490,CO-WH-359-58,LL Touring Front Wheel - Yellow- 58,2809.0,R ,2012-12-09,
3323,CL-SH-354-44,HL Mountain Tire Tube - Yellow- 44,176.0,T ,2014-02-06,
2184,CL-GL-127-60,HL LL Mountain Handlebars - Blue- 60,270.0,R ,2017-04-19,2020-12-09
3168,CO-PD-830-58,ML Hitch Rack - White- 58,570.0,R ,2017-07-14,2021-06-06
6509,CL-SH-721-42,HL Rear Derailleur - Blue- 42,676.0,M ,2022-04-16,
5800,CO-BR-516-62,LL ML Mountain Handlebars - Blue- 62,,M ,2019-03-27,
3821,CL-JE-700-42,LL LL Road Tire - Blue- 42,2735.0,S ,2019-09-16,
6202,CO-MF-103-58,LL HL Crankset - Black- 58,1826.0,S ,2013-10-31,2018-05-25
3003,AC-TT-457-58,HL ML Road Seat/Saddle - Red- 58,1334.0,M ,2013-06-09,
6491,AC-PU-653-38,HL Long - Red- 38,2788.0,S ,2017-04-09,
796,AC-TT-549-58,ML Hydration Pack - Silver- 58,1539.0,S ,2015-04-20,
3251,CO-CS-313-60,ML Water Bottle - White- 60,2658.0,T ,2013-10-16,2017-11-15
3459,CL-BS-209-38,ML LL Road Handlebars - Blue- 38,3141.0,M ,2023-03-11,
2707,CL-VE-933-44,HL Sport - Blue- 44,1991.0,T ,2019-05-29,
2692,AC-LI-812-48,ML Racing Socks - Black- 48,2736.0,S ,2021-03-03,2024-06-12
2062,BI-TB-271-42,LL Women's Tights - Red- 42,1179.0,S ,2014-10-28,2018-06-20
4208,CO-CS-153-44,HL HL Road Pedal - Blue- 44,498.0,M ,2011-08-16,
5855,AC-BS-844-52,LL Full - Red- 52,2138.0,R ,2022-03-16,
3892,AC-BR-372-60,HL HL Touring Seat/Saddle - White- 60,,S ,2022-05-30,2023-03-04
5045,AC-BC-530-60,LL Touring Tire - Blue- 60,884.0,T ,2024-10-26,
5192,AC-CL-214-48,LL LL Road Seat/Saddle - Blue- 48,590.0,S ,2013-04-11,
2646,CO-HB-723-44,ML HL Mountain Frame - Blue- 44,818.0,M ,2021-04-09,
1436,CO-PD-198-38,LL Front Derailleur - Blue- 38,87.0,,2022-05-20,
2145,BI-MB-384-62,ML LL Fork - Blue- 62,2528.0,T ,2012-06-13,
5374,AC-FE-131-48,HL Half - Silver- 48,,R ,2012-03-25,2015-01-03
4186,CO-HS-849-48,HL ML Mountain Front Wheel - Silver- 48,114.0,R ,2014-10-03,
3704,CL-BS-603-44,ML ML Road Seat/Saddle - Black- 44,1773.0,R ,2023-01-30,
5151,CO-DE-310-42,HL Touring Pedal - White- 42,1602.0,S ,2011-07-29,
5910,CL-VE-301-38,LL Hitch Rack - White- 38,3159.0,M ,2022-04-07,
5176,AC-BC-221-44,HL LL Bottom Bracket - Silver- 44,1308.0,R ,2011-08-13,2013-06-07
2499,AC-PU-644-38,ML HL Bottom Bracket - Black- 38,144.0,T ,2022-05-07,
5541,AC-BS-998-44,HL HL Bottom Bracket - Red- 44,1183.0,R ,2023-08-07,2025-04-19
440,CO-DE-282-42,ML LL Road Front Wheel - Blue- 42,3459.0,T ,2016-09-10,2019-10-16
1597,CO-BB-347-44,HL Classic Vest - Yellow- 44,604.0,M ,2020-04-19,2022-06-27
6687,BI-TB-567-60,LL Headlights - Blue- 60,3373.0,,2012-03-06,
2847,CL-SH-180-62,ML Hitch Rack - White- 62,1639.0,R ,2019-03-23,2021-03-09
4355,CO-PD-979-58,ML Touring - Blue- 58,2818.0,M ,2016-11-12,
4238,AC-FE-848-38,HL LL Mountain Tire - Black- 38,1224.0,M ,2022-01-04,2026-08-28
3250,AC-TT-321-60,HL ML Mountain Handlebars - White- 60,361.0,S ,2015-10-05,2017-11-29
1767,AC-LO-780-42,HL LL Mountain Rear Wheel - Blue- 42,1927.0,T ,2012-02-16,
2479,AC-HE-355-58,ML HL Mountain Frame - Red- 58,2520.0,S ,2013-01-06,
6227,CL-SO-839-58,ML LL Road Handlebars - Blue- 58,1171.0,M ,2024-04-18,
2625,CO-CS-882-48,LL ML Touring Seat/Saddle - Blue- 48,648.0,M ,2023-10-12,2025-09-20
6863,AC-BR-232-48,LL Rear Derailleur - White- 48,715.0,R ,2011-05-30,2013-09-04
3888,BI-RB-834-58,ML HL Bottom Bracket - Red- 58,558.0,R ,2014-03-04,
3018,AC-BS-916-52,HL Water Bottle - Yellow- 52,2045.0,M ,2018-05-18,2020-12-05
5659,CO-RF-675-48,HL HL Road Rear Wheel - Yellow- 48,3240.0,R ,2025-01-12,
4628,CL-SH-178-62,HL LL Road Front Wheel - Yellow- 62,3354.0,M ,2012-11-17,
2877,CO-BB-502-58,LL ML Road Handlebars - Yellow- 58,239.0,S ,2020-11-27,2020-10-05
6781,AC-LI-998-62,ML Headlights - Yellow- 62,2934.0,R ,2023-04-21,
596,BI-MB-651-38,LL ML Mountain Frame - Black- 38,265.0,M ,2013-02-05,
4135,AC-LO-295-38,LL HL Mountain Handlebars - Black- 38,2225.0,S ,2018-10-27,2020-09-04
3787,CO-SA-920-44,HL ML Mountain Seat/Saddle - Yellow- 44,3478.0,R ,2013-06-28,2014-03-26
850,CL-VE-699-44,ML Mountain Bottle Cage - Black- 44,1078.0,M ,2022-03-10,
1487,CL-CA-111-62,LL Racing Socks - Blue- 62,2688.0,S ,2024-10-01,2028-10-09
2794,AC-HP-336-48,ML ML Bottom Bracket - Blue- 48,106.0,S ,2013-09-21,2015-04-05
5507,CL-GL-141-44,LL HL Road Handlebars - White- 44,1212.0,M ,2021-11-16,
3700,CO-FO-141-62,ML Front Brakes - White- 62,3099.0,R ,2022-03-15,
1039,AC-LO-312-44,LL Cable Lock - Red- 44,3213.0,S ,2019-04-01,2021-02-15
339,CL-TI-791-62,ML LL Road Handlebars - Yellow- 62,1655.0,M ,2021-10-11,2024-08-20
1650,CO-PD-528-38,ML Water Bottle - Red- 38,800.0,M ,2011-08-13,
2111,CL-BS-831-42,HL HL Touring Seat/Saddle - Blue- 42,762.0,T ,2014-08-08,2015-06-03
282,CL-SH-881-58,HL Long - White- 58,808.0,R ,2022-07-11,2024-08-19
3801,AC-TT-295-38,HL Touring Front Wheel - Red- 38,673.0,M ,2019-05-02,
6155,AC-HE-982-44,HL HL Mountain Handlebars - Blue- 44,2628.0,M ,2016-11-01,2019-09-05
4368,CO-MF-437-60,ML Touring Front Wheel - Blue- 60,1559.0,R ,2016-12-12,
2779,AC-BC-110-48,LL Patch Kit/8 Patches - Black- 48,,R ,2012-08-26,
347,AC-PU-676-38,ML LL Mountain Rear Wheel - Blue- 38,1408.0,S ,2019-10-14,
5706,AC-CL-990-48,ML ML Bottom Bracket - Silver- 48,2773.0,T ,2014-01-24,2018-01-06
2216,CO-TF-695-38,ML HL Mountain Seat/Saddle - Silver- 38,1074.0,S ,2021-07-12,
3236,CL-VE-212-44,LL Touring Tire Tube - Red- 44,523.0,R ,2020-12-16,2023-05-12
3717,CL-CA-729-58,ML ML Headset - Blue- 58,631.0,T ,2020-05-17,
5160,CO-CH-925-62,LL ML Mountain Tire - Yellow- 62,1521.0,T ,2021-02-24,2021-09-15
1560,AC-BS-682-42,ML ML Mountain Frame - Silver- 42,1572.0,R ,2019-08-24,
1185,CO-BB-867-38,ML ML Road Handlebars - Silver- 38,3078.0,S ,2014-03-13,2016-02-04
1024,BI-TB-687-60,HL LL Road Frame - Yellow- 60,1297.0,M ,2015-12-20,
3920,CO-FO-670-60,ML ML Mountain Rear Wheel - Red- 60,1586.0,R ,2015-07-10,
1535,AC-BR-709-52,ML HL Mountain Pedal - Red- 52,2889.0,R ,2020-11-05,
6622,CO-PD-793-62,LL LL Fork - Black- 62,,R ,2019-05-31,2023-03-20
2614,CL-JE-803-38,LL LL Road Handlebars - Black- 38,3231.0,T ,2017-02-13,2021-07-28
1800,BI-TB-328-62,LL Long - White- 62,216.0,T ,2018-02-26,
1452,CL-GL-584-38,ML HL Touring Frame - Silver- 38,561.0,R ,2023-04-19,2025-03-01
2166,BI-TB-319-48,HL ML Mountain Frame - Black- 48,2625.0,T ,2016-03-28,2018-09-30
831,AC-BC-459-52,LL Touring Pedal - Yellow- 52,1965.0,S ,2013-02-11,2015-09-28
5223,CO-RF-200-44,LL Mountain Pump - Yellow- 44,804.0,S ,2012-04-25,
6518,CO-SA-120-60,ML Touring Tire - Black- 60,397.0,M ,2019-10-09,
3246,AC-PU-440-48,HL Water Bottle - Blue- 48,1654.0,R ,2013-07-04,
6142,CL-BS-374-44,LL LL Bottom Bracket - Black- 44,63.0,R ,2017-08-23,2020-02-29
3427,CO-BB-233-44,LL Front Brakes - Red- 44,,T ,2016-06-27,2017-08-22
1003,CO-MF-906-44,HL HL Headset - Yellow- 44,2416.0,S ,2012-06-23,2014-10-13
6766,AC-PA-144-52,HL ML Road Pedal - Blue- 52,214.0,R ,2011-03-01,
4177,CL-GL-240-60,LL Headlights - Red- 60,1537.0,M ,2019-03-03,
4383,AC-BR-550-58,ML LL Road Pedal - Yellow- 58,678.0,R ,2014-06-10,2017-07-15
2113,AC-FE-267-52,HL Front Derailleur - Black- 52,1363.0,M ,2017-04-10,
836,BI-TB-358-48,LL Front Brakes - Black- 48,892.0,T ,2015-04-10,
466,BI-MB-164-62,HL HL Mountain Seat/Saddle - Yellow- 62,2121.0,M ,2022-03-14,2025-05-20
515,AC-PU-816-42,ML Road Tire Tube - Black- 42,1754.0,R ,2019-05-24,
1370,AC-LO-880-58,HL Fender Set - Red- 58,1107.0,R ,2021-07-24,2022-11-29
1606,AC-HE-253-48,HL LL Mountain Handlebars - Blue- 48,3124.0,T ,2015-04-16,2018-12-31
3945,CL-CA-466-62,LL ML Road Frame - Yellow- 62,3450.0,S ,2012-10-23,2016-03-01
1638,CO-BR-490-44,ML ML Headset - Yellow- 44,370.0,S ,2015-01-13,
587,AC-CL-831-42,ML LL Road Rear Wheel - Blue- 42,3042.0,T ,2021-05-28,2023-12-28
6318,CL-SO-489-48,LL LL Touring Seat/Saddle - Silver- 48,,S ,2019-11-25,2021-10-13
2316,AC-TT-700-48,ML Bike Wash - Silver- 48,1645.0,M ,2023-09-25,
6193,BI-MB-940-44,ML Hitch Rack - Red- 44,3291.0,M ,2022-03-10,2025-02-25
3896,CL-SO-244-62,HL HL Road Pedal - Silver- 62,1108.0,M ,2012-06-08,
6180,CO-CS-221-60,HL Rear Brakes - Red- 60,1781.0,S ,2018-09-21,
3006,CL-CA-138-44,LL Front Derailleur - White- 44,369.0,S ,2021-11-09,2025-07-31
3734,CO-HB-486-52,HL HL Mountain Tire - Black- 52,1667.0,M ,2014-07-12,
5454,CO-RF-120-44,ML Front Brakes - Silver- 44,1556.0,S ,2014-01-17,
3752,CO-PD-731-48,HL HL Road Frame - Black- 48,2574.0,M ,2016-04-23,2015-11-23
4615,AC-FE-970-62,HL ML Mountain Pedal - Blue- 62,1102.0,S ,2015-07-20,
6717,AC-BC-446-52,HL ML Road Front Wheel - Silver- 52,2204.0,M ,2021-05-10,
1241,AC-HE-809-62,LL ML Headset - Red- 62,2960.0,S ,2020-06-26,2023-03-28
5644,CL-SO-704-48,ML Touring Tire Tube - Black- 48,1351.0,R ,2021-09-11,
5213,AC-BS-569-58,HL ML Headset - White- 58,125.0,R ,2017-12-07,
6092,AC-LO-732-38,HL ML Road Pedal - White- 38,,M ,2023-09-29,2025-02-19
4781,AC-FE-276-52,HL LL Fork - Yellow- 52,2460.0,M ,2021-02-24,2026-01-02
1412,CO-TF-643-60,ML HL Mountain Frame - Red- 60,,R ,2021-08-22,
2691,CO-CS-388-44,HL Short - Blue- 44,,M ,2016-12-19,
4488,CL-SH-488-44,LL ML Road Pedal - Yellow- 44,1567.0,M ,2018-09-17,
5614,AC-PU-710-52,ML LL Mountain Handlebars - Blue- 52,797.0,S ,2013-09-22,
4446,CO-RF-727-58,LL Mountain Bottle Cage - Blue- 58,56.0,R ,2015-08-01,2016-09-10
3137,CL-CA-808-58,LL ML Mountain Front Wheel - Black- 58,1542.0,T ,2024-03-17,2027-08-19
4749,CO-BR-689-60,ML Touring Rear Wheel - Blue- 60,572.0,R ,2013-09-29,2016-07-15
4764,CO-DE-844-60,HL Touring Tire Tube - Red- 60,1318.0,R ,2015-06-22,
2854,CO-CH-365-44,LL HL Road Seat/Saddle - Black- 44,1522.0,T ,2016-01-27,2017-02-13
2836,AC-LI-374-60,HL ML Mountain Handlebars - Blue- 60,1117.0,,2016-08-05,
4513,BI-RB-784-48,LL LL Mountain Rear Wheel - Yellow- 48,1503.0,R ,2025-02-21,2027-02-04
2571,BI-MB-705-48,ML Women's Tights - Yellow- 48,194.0,R ,2011-02-10,2014-10-14
3944,AC-HP-104-38,LL Racing Socks - Black- 38,940.0,R ,2025-01-28,2029-01-10
3512,CL-SO-603-62,LL LL Headset - Blue- 62,2052.0,M ,2012-08-05,
2106,CO-WH-342-60,ML Classic Vest - Black- 60,2496.0,R ,2012-11-14,2016-06-14
6374,CO-CH-436-52,ML HL Touring Handlebars - Silver- 52,1539.0,S ,2019-03-03,
5979,AC-BS-745-52,LL Women's Mountain Shorts - Black- 52,3166.0,R ,2024-05-28,
5259,CL-BS-411-42,HL ML Mountain Rear Wheel - White- 42,2373.0,S ,2023-10-22,2026-08-12
6499,CL-TI-282-62,ML LL Bottom Bracket - White- 62,243.0,T ,2019-09-18,2022-08-02
6684,AC-PU-606-44,LL Half - Silver- 44,1080.0,R ,2020-10-03,2023-05-14
5154,CO-BB-278-62,HL HL Touring Handlebars - Blue- 62,803.0,R ,2023-08-03,
6270,AC-BS-614-38,HL Racing Socks - Blue- 38,2028.0,T ,2024-10-23,2026-10-01
6055,CL-BS-430-38,ML HL Touring Frame - Blue- 38,,M ,2021-07-31,
5677,CO-TF-880-44,ML Touring Tire Tube - Black- 44,2155.0,R ,2014-07-07,
4300,BI-MB-556-42,ML LL Touring Handlebars - Silver- 42,2571.0,R ,2014-05-19,2015-05-29
3451,CO-CH-593-60,ML LL Touring Frame - Red- 60,1098.0,T ,2011-12-11,
4904,BI-MB-314-58,ML Short - Silver- 58,1910.0,M ,2020-11-19,
5235,CO-HB-113-62,LL Women's Mountain Shorts - Blue- 62,1649.0,S ,2017-11-30,
1072,CO-SA-809-52,LL LL Mountain Pedal - Blue- 52,1337.0,,2011-08-07,
551,BI-MB-730-58,ML Road Tire Tube - White- 58,3223.0,M ,2018-08-17,2023-01-14
4051,AC-LI-925-38,LL ML Road Front Wheel - Blue- 38,2952.0,T ,2016-07-22,
3889,AC-TT-697-42,LL HL Fork - Black- 42,1627.0,R ,2020-05-05,
3019,CO-DE-826-62,ML Classic Vest - Black- 62,3402.0,R ,2018-05-24,2022-09-23
1363,AC-PA-417-52,ML Water Bottle - Yellow- 52,783.0,R ,2013-06-03,
2350,CO-TF-589-58,HL LL Crankset - Blue- 58,1496.0,S ,2019-11-09,
5081,BI-RB-962-52,HL HL Mountain Tire - Yellow- 52,127.0,M ,2014-03-28,
2748,CO-TF-795-58,LL Mountain Bike Socks - Silver- 58,1513.0,S ,2016-03-10,2017-07-27
5409,AC-PA-333-38,ML ML Road Frame - Blue- 38,366.0,S ,2018-09-01,
3289,AC-LO-215-52,ML ML Mountain Front Wheel - Yellow- 52,2255.0,T ,2020-08-19,2021-06-05
1244,AC-BR-791-58,ML HL Touring Handlebars - Silver- 58,1352.0,R ,2016-04-08,
2087,CO-CS-406-38,LL ML Headset - Silver- 38,1408.0,S ,2011-05-16,
2919,CL-SH-261-42,LL HL Road Frame - Silver- 42,,T ,2013-08-25,
5288,AC-HP-454-44,HL HL Road Pedal - Silver- 44,606.0,S ,2019-12-14,2021-12-13
3562,AC-FE-571-62,HL LL Road Pedal - Red- 62,2879.0,,2020-04-02,2024-10-15
1809,CO-BB-339-60,HL Touring Rear Wheel - Red- 60,704.0,,2017-08-31,2021-07-20
6371,CL-VE-958-62,HL Taillights - Silver- 62,892.0,S ,2022-11-11,
6608,AC-BS-789-42,LL Rear Brakes - White- 42,3392.0,S ,2024-03-31,2027-08-08
4655,CO-PD-691-52,ML LL Mountain Rear Wheel - Black- 52,,R ,2014-03-05,2015-07-02
6038,CO-BB-216-48,HL Mountain Tire Tube - Silver- 48,2782.0,T ,2020-05-27,2024-07-25
1307,CO-BR-569-48,ML Mountain Pump - Silver- 48,1194.0,S ,2019-07-02,
2802,CL-JE-236-60,ML Touring Pedal - Red- 60,1173.0,S ,2013-01-11,
5467,CL-GL-386-42,LL HL Mountain Seat/Saddle - Yellow- 42,1618.0,R ,2011-06-01,
5353,CO-CH-949-48,HL LL Road Frame - Black- 48,,M ,2015-10-02,2017-05-10
2787,CO-HS-122-60,ML Mountain Tire Tube - Yellow- 60,1671.0,R ,2016-08-01,
4864,AC-PA-414-58,HL Road Bottle Cage - Yellow- 58,787.0,R ,2013-01-23,
2643,CL-SO-217-62,ML ML Bottom Bracket - White- 62,,S ,2020-02-24,2019-10-23
5837,CL-SH-676-38,HL Touring Front Wheel - Yellow- 38,,R ,2018-05-08,2019-03-12
2851,AC-BC-221-60,LL HL Mountain Seat/Saddle - Black- 60,2716.0,M ,2015-01-18,
5407,AC-HP-752-48,ML LL Mountain Pedal - Black- 48,2743.0,R ,2018-03-09,2019-02-07
3760,AC-FE-550-38,LL ML Road Seat/Saddle - Black- 38,1419.0,T ,2011-06-21,2012-04-30
6650,CO-WH-327-44,LL HL Mountain Pedal - Blue- 44,1064.0,M ,2020-08-15,
3593,AC-PU-816-42,HL Touring Front Wheel - Black- 42,,M ,2011-09-03,2011-06-18
3532,CO-RF-397-44,HL HL Crankset - Silver- 44,3332.0,S ,2015-10-24,
3475,CL-CA-548-52,ML Classic Vest - Black- 52,803.0,T ,2022-02-11,
4267,AC-BS-897-48,HL LL Road Seat/Saddle - Blue- 48,1689.0,R ,2013-06-01,2015-01-30
2246,AC-CL-536-58,HL LL Headset - Black- 58,2915.0,S ,2019-12-20,
3141,CO-HS-691-62,HL ML Crankset - Black- 62,3331.0,M ,2016-10-20,
1848,CO-HB-206-44,LL Hitch Rack - Red- 44,-2864.0,T ,2015-01-22,
452,CL-CA-232-52,HL LL Mountain Pedal - White- 52,2081.0,T ,2018-01-01,
6786,CL-SH-639-44,LL HL Touring Seat/Saddle - Silver- 44,2420.0,T ,2022-02-27,
5577,CL-JE-540-52,LL LL Mountain Rear Wheel - Blue- 52,2670.0,R ,2023-10-07,2027-12-30
6162,CO-HB-607-60,ML Men's Bib - White- 60,1205.0,T ,2017-11-19,
4769,CO-SA-636-44,LL HL Road Front Wheel - White- 44,,S ,2016-06-17,
5574,CO-WH-218-52,ML ML Crankset - Silver- 52,809.0,T ,2022-08-18,
3634,CL-SO-931-60,HL Front Brakes - Black- 60,1363.0,M ,2022-06-16,
