CID,BDATE,GEN
NASAW00011786,1959-03-22,Male
NASAW00011787,1984-08-21,Female
NASAW00011788,1979-06-27,
NASAW00011789,1990-02-14,FEMALE
NASAW00011790,1980-05-01,m
NASAW00011791,1982-11-02,F
NASAW00011792,1986-08-18,Female
NASAW00011793,1954-04-12,Male
NASAW00011794,1998-07-15,  
NASAW00011795,1956-06-15,Female
NASAW00011796,1996-03-22,F
NASAW00011797,1972-04-24,
NASAW00011798,1970-06-29,  
NASAW00011799,1959-11-25,FEMALE
NASAW00011800,2003-02-22,MALE
AW00011801,1983-12-07,Female
NASAW00011802,1963-04-25,
NASAW00011803,1951-06-18,m
NASAW00011804,1975-04-15,Female
NASAW00011805,1974-07-31,m
NASAW00011806,1963-03-07,FEMALE
AW00011807,1992-03-25,M
NASAW00011808,2040-08-03,Male
NASAW00011809,1972-05-27,Male
NASAW00011810,2001-10-12,F
NASAW00011811,1990-06-05,F
NASAW00011812,1995-08-05,MALE
NASAW00011813,1993-08-08,F
NASAW00011814,1986-03-14,FEMALE
NASAW00011815,1971-11-14,Female
NASAW00011816,1973-05-16,Female
NASAW00011817,1959-05-10,  
NASAW00011818,1972-11-26,F
NASAW00011819,1951-01-03,Male
NASAW00011820,1994-04-07,MALE
NASAW00011821,2001-01-23,Male
NASAW00011822,1950-06-09,
NASAW00011823,1965-10-20,
NASAW00011824,1961-05-11,M
NASAW00011825,1998-06-15,MALE
NASAW00011826,1978-08-12,Female
NASAW00011827,1969-04-17,Female
NASAW00011828,1973-08-05,MALE
NASAW00011829,1977-09-03,M
NASAW00011830,1951-09-30,f 
NASAW00011831,1964-01-06,Male
NASAW00011832,1977-12-16,Male
NASAW00011833,2001-07-31,F
NASAW00011834,1950-05-29,FEMALE
NASAW00011835,1994-02-23,F
NASAW00011836,1959-12-12,FEMALE
NASAW00011837,2001-11-18,Female
NASAW00011838,1979-04-01,MALE
NASAW00011839,1954-01-11,FEMALE
NASAW00011840,1985-06-11,M
NASAW00011841,1958-11-03,m
NASAW00011842,2004-02-24,m
NASAW00011843,1957-07-19,Female
NASAW00011844,1984-11-28,Female
NASAW00011845,1980-02-20,
AW00011846,1971-09-18,Female
NASAW00011847,1992-05-19,f 
NASAW00011848,1996-09-06,M
NASAW00011849,1982-07-19,M
NASAW00011850,1951-08-21,M
NASAW00011851,2003-06-20,Female
NASAW00011852,1968-03-13,  
NASAW00011853,1951-02-17,Female
AW00011854,1972-08-20,FEMALE
NASAW00011855,1990-01-04,  
NASAW00011856,1969-10-16,Male
NASAW00011857,1976-01-11,Female
NASAW00011858,1997-08-12,  
NASAW00011859,2003-11-12,Male
NASAW00011860,1954-10-04,  
NASAW00011861,1964-09-23,MALE
NASAW00011862,1996-09-08,Male
NASAW00011863,1986-09-26,FEMALE
NASAW00011864,1992-09-24,M
NASAW00011865,1958-03-31,Female
AW00011866,1965-08-21,m
NASAW00011867,1963-08-25,M
NASAW00011868,1962-04-02,  
NASAW00011869,1983-09-10,F
NASAW00011870,1985-02-03,M
NASAW00011871,1996-01-07,Male
NASAW00011872,2003-04-06,
NASAW00011873,1985-03-17,Female
NASAW00011874,1962-10-06,Male
NASAW00011875,1950-03-23,FEMALE
NASAW00011876,1965-05-17,m
NASAW00011877,1968-08-29,
NASAW00011878,1989-03-30,  
AW00011879,1991-06-06,Male
NASAW00011880,1966-12-19,F
NASAW00011881,1965-11-06,
NASAW00011882,1999-03-16,Female
NASAW00011883,1964-02-16,M
NASAW00011884,1972-02-25,Female
NASAW00011885,1986-07-24,FEMALE
NASAW00011886,1959-10-29,F
NASAW00011887,1976-09-07,  
NASAW00011888,1951-10-29,F
AW00011889,1979-06-01,FEMALE
NASAW00011890,1897-07-26,  
NASAW00011891,1955-12-11,F
NASAW00011892,1979-06-08,F
NASAW00011893,1976-08-19,M
NASAW00011894,1993-08-18,m
NASAW00011895,1963-06-16,  
NASAW00011896,1971-05-15,f 
NASAW00011897,1968-05-29,MALE
NASAW00011898,1971-10-01,MALE
NASAW00011899,1994-07-30,F
NASAW00011900,1980-01-15,Male
AW00011901,1968-04-06,FEMALE
NASAW00011902,1960-03-18,F
NASAW00011903,1965-11-25,Female
NASAW00011904,1961-03-01,FEMALE
AW00011905,1967-08-03,Female
NASAW00011906,1962-10-30,Male
AW00011907,1999-01-14,f 
AW00011908,1990-08-22,f 
NASAW00011909,1995-12-11,f 
NASAW00011910,1972-02-07,Female
NASAW00011911,1992-11-17,MALE
NASAW00011912,1961-12-02,FEMALE
NASAW00011913,1990-03-10,MALE
NASAW00011914,1953-02-26,MALE
NASAW00011915,1993-12-20,m
NASAW00011916,1979-10-05,Male
NASAW00011917,1953-11-04,F
NASAW00011918,1988-07-22,Female
NASAW00011919,1968-06-03,FEMALE
NASAW00011920,1968-05-26,
NASAW00011921,1955-05-28,m
NASAW00011922,1997-10-31,FEMALE
AW00011923,1965-05-11,M
NASAW00011924,1952-03-17,m
NASAW00011925,1967-04-03,  
NASAW00011926,1991-11-30,F
NASAW00011927,1981-12-01,  
NASAW00011928,1991-12-14,F
NASAW00011929,1984-12-03,Male
NASAW00011930,1991-04-30,m
NASAW00011931,1975-02-06,M
NASAW00011932,1967-03-06,F
NASAW00011933,1980-04-30,Male
NASAW00011934,1964-09-12,M
NASAW00011935,1972-03-29,F
NASAW00011936,1959-12-26,m
NASAW00011937,1960-11-29,F
NASAW00011938,1976-09-05,FEMALE
NASAW00011939,1977-08-11,
NASAW00011940,1957-10-29,m
NASAW00011941,1993-05-01,Male
NASAW00011942,1958-03-08,M
NASAW00011943,2002-03-25,Male
NASAW00011944,1994-11-09,F
NASAW00011945,1955-12-23,Female
NASAW00011946,1959-12-17,FEMALE
NASAW00011947,1990-07-11,Male
NASAW00011948,1997-03-01,M
NASAW00011949,1963-08-11,  
NASAW00011950,1967-09-17,Male
NASAW00011951,1990-03-25,
NASAW00011952,1968-04-26,M
NASAW00011953,1984-03-10,
NASAW00011954,1816-05-14,m
NASAW00011955,1954-07-29,Female
NASAW00011956,1997-01-03,Male
NASAW00011957,1990-04-03,f 
NASAW00011958,1994-07-31,M
NASAW00011959,2004-01-21,m
NASAW00011960,1991-10-02,Female
NASAW00011961,1952-05-31,M
NASAW00011962,1980-10-24,F
NASAW00011963,1964-06-29,M
NASAW00011964,1957-10-20,
NASAW00011965,1960-08-04,MALE
NASAW00011966,1956-12-09,Female
NASAW00011967,1955-07-05,m
NASAW00011968,1973-04-06,F
NASAW00011969,1950-08-16,Female
NASAW00011970,1968-08-13,M
NASAW00011971,1977-01-27,MALE
NASAW00011972,1973-06-25,MALE
NASAW00011973,1979-03-07,FEMALE
NASAW00011974,1981-06-05,m
NASAW00011975,1991-12-29,MALE
NASAW00011976,1990-07-01,F
NASAW00011977,1965-11-04,m
NASAW00011978,1979-11-28,FEMALE
NASAW00011979,1980-06-18,F
NASAW00011980,1970-04-23,FEMALE
AW00011981,2004-03-01,M
AW00011982,1979-09-19,  
NASAW00011983,1981-06-20,Male
NASAW00011984,1992-10-30,  
NASAW00011985,1964-11-05,m
NASAW00011986,1998-06-02,F
NASAW00011987,1951-07-10,Female
NASAW00011988,1959-12-08,
NASAW00011989,2002-02-22,Male
NASAW00011990,1984-01-03,m
NASAW00011991,2037-09-08,f 
NASAW00011992,1984-03-12,FEMALE
NASAW00011993,1964-09-10,FEMALE
NASAW00011994,2000-06-24,
NASAW00011995,1964-09-10,f 
NASAW00011996,1965-02-02,MALE
NASAW00011997,1972-10-28,M
AW00011998,1967-06-27,  
NASAW00011999,1984-06-01,MALE
NASAW00012000,1999-03-08,FEMALE
NASAW00012001,1953-12-19,F
AW00012002,1954-02-15,  
NASAW00012003,1996-10-14,M
NASAW00012004,1966-10-14,m
NASAW00012005,1975-06-10,  
NASAW00012006,1959-06-20,Female
NASAW00012007,1968-11-12,m
NASAW00012008,1986-01-15,Female
NASAW00012009,1958-11-14,
NASAW00012010,1986-03-18,f 
NASAW00012011,2002-02-05,M
NASAW00012012,1990-04-14,  
NASAW00012013,1992-09-26,f 
NASAW00012014,1958-03-23,
NASAW00012015,1996-08-14,  
NASAW00012016,2001-12-19,F
NASAW00012017,1953-05-21,Male
NASAW00012018,1968-06-23,f 
NASAW00012019,1988-10-05,  
NASAW00012020,1954-05-22,M
NASAW00012021,1964-08-02,Female
NASAW00012022,1967-05-19,MALE
AW00012023,1983-07-14,FEMALE
NASAW00012024,1989-02-27,FEMALE
NASAW00012025,1991-02-01,FEMALE
NASAW00012026,1953-10-09,F
NASAW00012027,1990-12-18,M
NASAW00012028,1955-04-28,m
NASAW00012029,2002-11-17,MALE
NASAW00012030,1952-02-10,FEMALE
NASAW00012031,1964-10-06,Female
NASAW00012032,1991-11-02,Female
NASAW00012033,1977-03-07,m
NASAW00012034,1990-12-25,MALE
NASAW00012035,1982-12-14,MALE
NASAW00012036,1952-09-26,M
NASAW00012037,1962-05-05,FEMALE
NASAW00012038,1998-01-16,FEMALE
NASAW00012039,1951-09-14,m
NASAW00012040,1988-03-08,
NASAW00012041,1972-05-15,FEMALE
NASAW00012042,1999-12-07,M
NASAW00012043,1979-10-24,Female
NASAW00012044,1971-09-26,m
NASAW00012045,1997-05-29,F
NASAW00012046,1962-09-16,F
NASAW00012047,1998-08-26,Male
NASAW00012048,1989-09-07,Female
NASAW00012049,1961-01-25,  
NASAW00012050,1963-03-11,M
NASAW00012051,1997-11-12,MALE
NASAW00012052,1985-05-19,MALE
NASAW00012053,1976-10-28,FEMALE
NASAW00012054,1964-12-10,Male
NASAW00012055,1984-03-14,FEMALE
NASAW00012056,1975-03-22,MALE
NASAW00012057,1982-05-18,MALE
NASAW00012058,1958-05-27,Male
NASAW00012059,1997-05-24,MALE
NASAW00012060,1978-08-02,F
NASAW00012061,1989-10-12,Female
NASAW00012062,1965-11-28,m
NASAW00012063,1985-03-08,  
NASAW00012064,1996-07-09,MALE
NASAW00012065,1957-03-05,Male
NASAW00012066,1998-04-03,
NASAW00012067,1988-12-22,Female
NASAW00012068,1968-05-17,M
NASAW00012069,1995-07-31,Male
NASAW00012070,1993-10-26,MALE
NASAW00012071,1989-12-04,F
NASAW00012072,1994-12-12,F
NASAW00012073,2036-03-07,Female
NASAW00012074,1971-08-18,f 
NASAW00012075,1987-12-10,FEMALE
NASAW00012076,1969-10-04,f 
NASAW00012077,1963-06-02,FEMALE
NASAW00012078,1979-06-06,m
NASAW00012079,1985-09-21,MALE
NASAW00012080,1982-08-24,MALE
NASAW00012081,1977-09-07,m
NASAW00012082,1953-09-09,f 
NASAW00012083,1973-08-24,m
NASAW00012084,1961-02-11,MALE
NASAW00012085,1954-02-05,Male
NASAW00012086,1987-09-07,Female
NASAW00012087,1972-09-19,  
NASAW00012088,1953-12-18,Male
NASAW00012089,1981-03-04,MALE
NASAW00012090,1987-11-03,FEMALE
NASAW00012091,1992-09-25,m
NASAW00012092,1951-02-16,Male
AW00012093,1963-06-27,f 
NASAW00012094,2002-07-29,Female
NASAW00012095,1986-02-06,F
NASAW00012096,1992-02-26,
NASAW00012097,1962-12-21,Male
NASAW00012098,1969-05-17,f 
NASAW00012099,1993-05-08,  
NASAW00012100,1962-12-23,FEMALE
NASAW00012101,2000-07-12,Female
NASAW00012102,1988-09-24,F
NASAW00012103,1969-04-17,Male
NASAW00012104,1966-11-12,  
NASAW00012105,1970-10-19,  
NASAW00012106,1965-11-10,Female
NASAW00012107,1954-05-08,f 
NASAW00012108,1987-03-13,  
NASAW00012109,1964-11-19,f 
AW00012110,1985-09-16,f 
NASAW00012111,1972-03-24,FEMALE
AW00012112,1972-04-03,
NASAW00012113,1979-06-29,F
NASAW00012114,1950-03-05,M
NASAW00012115,1970-06-09,F
NASAW00012116,1979-10-07,Male
NASAW00012117,1950-05-28,m
NASAW00012118,1875-05-01,MALE
NASAW00012119,2000-04-08,Male
NASAW00012120,1970-03-02,  
NASAW00012121,1965-05-22,F
NASAW00012122,1960-04-23,Male
NASAW00012123,1887-02-18,Male
NASAW00012124,1983-06-16,FEMALE
NASAW00012125,1992-05-07,  
NASAW00012126,1970-01-31,  
NASAW00012127,1990-02-03,  
NASAW00012128,1957-09-11,M
NASAW00012129,1987-08-08,F
NASAW00012130,1993-11-30,  
NASAW00012131,1957-02-04,FEMALE
NASAW00012132,1994-01-10,Male
NASAW00012133,1993-08-04,FEMALE
NASAW00012134,1987-09-13,MALE
NASAW00012135,2004-04-28,FEMALE
NASAW00012136,1987-10-19,M
NASAW00012137,1988-03-18,f 
NASAW00012138,2004-06-30,Female
NASAW00012139,1988-08-10,m
NASAW00012140,1957-05-16,  
NASAW00012141,1986-09-29,M
NASAW00012142,1960-07-01,m
NASAW00012143,1993-02-08,Female
NASAW00012144,1997-10-31,M
NASAW00012145,1984-10-04,FEMALE
NASAW00012146,1959-01-03,Male
NASAW00012147,1982-09-30,MALE
NASAW00012148,1989-01-16,m
NASAW00012149,1963-10-07,FEMALE
NASAW00012150,2003-04-18,MALE
NASAW00012151,1957-10-23,m
NASAW00012152,1997-08-14,Female
NASAW00012153,1969-05-27,MALE
NASAW00012154,1952-09-13,M
NASAW00012155,1975-10-07,
NASAW00012156,1981-04-09,Female
NASAW00012157,1978-03-28,F
NASAW00012158,1988-02-15,M
NASAW00012159,1951-12-08,m
NASAW00012160,1965-10-08,f 
NASAW00012161,1981-12-21,  
NASAW00012162,1991-07-23,Male
NASAW00012163,1997-08-18,FEMALE
NASAW00012164,1977-08-09,FEMALE
NASAW00012165,1958-06-07,  
NASAW00012166,1953-06-05,f 
NASAW00012167,1980-09-18,  
NASAW00012168,1958-10-07,Female
NASAW00012169,1952-04-23,
NASAW00012170,1965-06-03,MALE
NASAW00012171,1972-06-11,MALE
NASAW00012172,1979-12-07,  
NASAW00012173,1997-03-12,FEMALE
NASAW00012174,1988-10-21,M
NASAW00012175,2004-02-01,MALE
NASAW00012176,1958-01-16,FEMALE
NASAW00012177,1953-12-14,MALE
NASAW00012178,1959-07-15,M
NASAW00012179,1960-05-12,MALE
NASAW00012180,1974-08-19,
NASAW00012181,1953-01-01,F
NASAW00012182,1996-08-28,m
NASAW00012183,1999-04-15,m
NASAW00012184,1950-11-09,Female
NASAW00012185,1985-08-29,Male
AW00012186,1987-03-11,m
NASAW00012187,1997-12-25,FEMALE
NASAW00012188,2000-10-13,MALE
AW00012189,1995-10-03,
NASAW00012190,1952-03-01,FEMALE
NASAW00012191,2000-12-27,
NASAW00012192,1990-08-05,Male
NASAW00012193,1971-11-09,f 
NASAW00012194,1999-05-28,f 
NASAW00012195,1978-06-11,FEMALE
NASAW00012196,1967-05-18,MALE
NASAW00012197,1974-02-21,
NASAW00012198,2002-09-17,m
NASAW00012199,1954-09-05,m
NASAW00012200,1971-08-25,FEMALE
NASAW00012201,1982-09-15,  
NASAW00012202,2004-04-13,F
NASAW00012203,1972-03-28,f 
NASAW00012204,1970-04-11,MALE
NASAW00012205,1960-03-10,MALE
NASAW00012206,1969-02-10,F
NASAW00012207,1987-11-14,f 
NASAW00012208,1953-05-17,MALE
NASAW00012209,1993-11-04,F
NASAW00012210,1987-10-14,
NASAW00012211,1989-03-16,F
NASAW00012212,1974-01-16,Female
NASAW00012213,2001-02-23,F
NASAW00012214,1983-08-31,
NASAW00012215,1981-07-01,f 
NASAW00012216,1985-04-11,
NASAW00012217,1978-02-19,f 
NASAW00012218,1990-01-22,MALE
NASAW00012219,2003-07-03,FEMALE
NASAW00012220,1970-09-19,m
NASAW00012221,1982-01-25,m
NASAW00012222,1957-09-03,  
NASAW00012223,1971-05-28,FEMALE
NASAW00012224,1981-09-25,
NASAW00012225,1956-08-13,m
NASAW00012226,1997-08-10,f 
NASAW00012227,2004-09-13,
NASAW00012228,1968-11-11,Male
NASAW00012229,1961-07-13,FEMALE
NASAW00012230,1968-12-19,FEMALE
NASAW00012231,1960-09-16,Male
NASAW00012232,2004-02-16,Female
NASAW00012233,1955-09-01,F
NASAW00012234,1980-04-27,f 
NASAW00012235,1986-02-15,m
NASAW00012236,1982-12-10,
NASAW00012237,1976-08-31,MALE
NASAW00012238,1954-07-28,MALE
NASAW00012239,1981-08-12,f 
NASAW00012240,1970-04-06,FEMALE
NASAW00012241,1970-12-23,FEMALE
NASAW00012242,1959-04-02,f 
NASAW00012243,2001-10-13,M
AW00012244,1995-01-03,Male
NASAW00012245,1987-06-11,F
NASAW00012246,1968-06-13,
NASAW00012247,1982-09-03,
NASAW00012248,1966-12-19,Male
NASAW00012249,1979-02-04,
NASAW00012250,1961-06-02,FEMALE
NASAW00012251,1981-11-28,f 
NASAW00012252,1969-07-13,MALE
NASAW00012253,1960-02-26,f 
NASAW00012254,1990-09-23,MALE
NASAW00012255,1964-05-27,Male
NASAW00012256,1965-08-09,FEMALE
NASAW00012257,1995-06-24,F
NASAW00012258,1986-08-22,
NASAW00012259,1985-09-17,Male
NASAW00012260,1971-03-01,  
NASAW00012261,1998-03-25,Male
NASAW00012262,1993-09-30,m
NASAW00012263,1992-12-29,f 
NASAW00012264,1963-03-31,m
NASAW00012265,1992-04-03,
NASAW00012266,1952-06-29,Male
NASAW00012267,1982-11-30,Female
NASAW00012268,1970-08-12,f 
NASAW00012269,1981-08-23,
AW00012270,1980-01-25,M
NASAW00012271,1979-07-18,FEMALE
NASAW00012272,1971-08-10,F
NASAW00012273,1982-02-27,  
NASAW00012274,1997-11-01,m
NASAW00012275,1971-08-09,F
NASAW00012276,1975-06-02,Male
NASAW00012277,2004-09-14,Male
NASAW00012278,2000-04-16,F
NASAW00012279,1951-03-15,F
NASAW00012280,1966-06-09,Female
NASAW00012281,1957-09-30,Male
NASAW00012282,1996-03-29,M
NASAW00012283,1989-10-24,M
NASAW00012284,1990-12-28,Male
NASAW00012285,2002-01-07,FEMALE
AW00012286,1987-09-05,F
NASAW00012287,1950-09-02,  
NASAW00012288,1989-05-31,MALE
NASAW00012289,2003-04-28,Female
NASAW00012290,1963-08-17,MALE
AW00012291,1954-06-16,M
NASAW00012292,1975-11-27,FEMALE
NASAW00012293,1975-09-17,MALE
NASAW00012294,1971-12-23,Female
NASAW00012295,1982-12-28,f 
AW00012296,1959-06-25,  
NASAW00012297,1957-05-29,FEMALE
NASAW00012298,1989-03-08,  
NASAW00012299,1994-03-08,f 
AW00012300,1980-08-28,M
NASAW00012301,2000-05-24,F
NASAW00012302,1969-02-17,f 
NASAW00012303,1965-09-19,  
NASAW00012304,1972-04-22,Female
NASAW00012305,1951-11-26,Male
NASAW00012306,1996-07-12,M
NASAW00012307,1989-12-14,F
NASAW00012308,1972-09-04,
NASAW00012309,1972-03-29,f 
NASAW00012310,1892-11-22,
NASAW00012311,1985-01-08,Male
NASAW00012312,1954-06-22,FEMALE
NASAW00012313,2003-05-03,
NASAW00012314,2001-11-27,MALE
NASAW00012315,1980-11-25,Female
NASAW00012316,1962-11-22,  
NASAW00012317,1976-07-19,Male
NASAW00012318,1995-08-03,Female
NASAW00012319,1982-01-19,F
NASAW00012320,1969-01-13,MALE
NASAW00012321,1972-11-07,Male
NASAW00012322,1993-04-09,MALE
NASAW00012323,1972-11-13,F
NASAW00012324,1957-12-17,Male
NASAW00012325,1950-09-26,f 
AW00012326,1953-05-17,Male
NASAW00012327,1990-11-12,
NASAW00012328,1961-06-23,M
NASAW00012329,1998-04-01,f 
NASAW00012330,1994-06-09,f 
NASAW00012331,1972-12-23,F
AW00012332,1953-06-10,Male
NASAW00012333,2003-03-28,M
NASAW00012334,1977-11-21,
NASAW00012335,1972-11-13,m
NASAW00012336,1983-01-06,Male
NASAW00012337,1988-06-03,FEMALE
NASAW00012338,1962-09-09,
NASAW00012339,2003-04-30,F
NASAW00012340,1965-10-16,FEMALE
NASAW00012341,1976-04-15,  
NASAW00012342,1979-11-25,F
NASAW00012343,1984-12-31,f 
NASAW00012344,2004-02-07,M
NASAW00012345,1977-08-07,Female
NASAW00012346,1979-04-14,m
NASAW00012347,1967-03-25,Female
NASAW00012348,1950-09-12,  
NASAW00012349,1996-04-07,  
NASAW00012350,1982-05-06,MALE
AW00012351,1951-11-28,M
NASAW00012352,1990-09-02,F
NASAW00012353,1970-07-03,M
NASAW00012354,1964-05-24,F
NASAW00012355,1983-12-07,M
NASAW00012356,1976-12-06,M
NASAW00012357,1970-08-12,Male
NASAW00012358,1971-11-07,f 
NASAW00012359,1973-07-04,Female
NASAW00012360,1979-07-18,
NASAW00012361,1952-08-04,FEMALE
NASAW00012362,1959-06-16,Male
NASAW00012363,1950-07-20,MALE
NASAW00012364,2002-11-01,
NASAW00012365,1811-01-06,FEMALE
NASAW00012366,1975-07-23,Female
NASAW00012367,1966-03-25,Male
NASAW00012368,1971-06-01,Female
NASAW00012369,1963-07-02,Female
NASAW00012370,1998-10-25,MALE
NASAW00012371,1974-04-06,MALE
NASAW00012372,1964-01-16,Male
NASAW00012373,1967-10-03,Female
NASAW00012374,2004-08-07,FEMALE
NASAW00012375,1993-06-16,Female
NASAW00012376,1990-09-05,m
NASAW00012377,1954-01-17,FEMALE
NASAW00012378,1966-01-28,MALE
NASAW00012379,2003-02-05,m
NASAW00012380,1954-02-13,f 
NASAW00012381,1986-09-21,M
NASAW00012382,1992-07-29,m
NASAW00012383,1996-09-08,FEMALE
NASAW00012384,1991-05-04,f 
NASAW00012385,2001-12-15,Male
NASAW00012386,2002-08-31,m
NASAW00012387,1996-11-21,m
NASAW00012388,2004-06-15,M
NASAW00012389,1987-09-09,
NASAW00012390,1983-08-29,m
NASAW00012391,1968-12-18,F
NASAW00012392,1976-05-13,M
NASAW00012393,1975-01-09,f 
NASAW00012394,1989-04-19,
NASAW00012395,1993-01-12,m
NASAW00012396,1980-02-11,M
NASAW00012397,1964-10-07,Male
NASAW00012398,1961-07-07,MALE
NASAW00012399,1964-03-28,M
NASAW00012400,1976-08-24,Male
NASAW00012401,1969-12-18,f 
NASAW00012402,1982-08-11,m
NASAW00012403,1996-12-25,F
NASAW00012404,1960-05-16,m
NASAW00012405,1963-02-02,Male
NASAW00012406,1951-09-15,M
NASAW00012407,1964-05-06,M
NASAW00012408,2001-11-08,f 
NASAW00012409,1994-04-18,M
NASAW00012410,1974-01-24,  
NASAW00012411,1983-08-16,MALE
NASAW00012412,1985-06-11,Male
NASAW00012413,1989-11-02,F
NASAW00012414,1985-05-26,F
NASAW00012415,1970-01-06,F
NASAW00012416,2003-08-31,m
NASAW00012417,1994-03-13,FEMALE
NASAW00012418,1973-03-26,Male
NASAW00012419,1986-02-05,f 
NASAW00012420,1990-04-18,  
NASAW00012421,1987-04-08,
NASAW00012422,1999-06-17,Male
NASAW00012423,2004-05-13,MALE
NASAW00012424,1951-08-02,
NASAW00012425,1994-06-28,M
NASAW00012426,1972-02-27,FEMALE
NASAW00012427,1964-05-10,f 
NASAW00012428,1995-10-21,m
NASAW00012429,1992-07-24,Male
NASAW00012430,1998-10-24,f 
AW00012431,1968-10-09,MALE
NASAW00012432,1963-01-22,m
NASAW00012433,1964-05-10,Female
NASAW00012434,1977-02-25,Male
NASAW00012435,1969-08-26,m
NASAW00012436,1992-03-19,MALE
NASAW00012437,1996-06-17,Female
AW00012438,1967-06-17,Male
NASAW00012439,1994-09-06,Female
NASAW00012440,1976-07-20,Female
NASAW00012441,1987-04-09,F
NASAW00012442,1956-11-16,M
NASAW00012443,1996-06-08,F
NASAW00012444,1979-01-16,Male
NASAW00012445,1997-02-19,MALE
NASAW00012446,2002-11-01,f 
NASAW00012447,1966-08-12,
NASAW00012448,1964-09-14,  
NASAW00012449,1967-12-31,M
NASAW00012450,2004-01-06,Male
NASAW00012451,1970-09-15,m
NASAW00012452,1994-11-10,Male
AW00012453,2000-02-12,M
NASAW00012454,1980-04-29,  
NASAW00012455,1996-01-22,M
NASAW00012456,1994-09-13,f 
AW00012457,1951-06-18,m
NASAW00012458,1950-09-04,Male
NASAW00012459,1995-12-31,MALE
NASAW00012460,1952-08-18,F
NASAW00012461,1955-05-15,Male
NASAW00012462,1973-11-09,
NASAW00012463,1995-04-04,Female
NASAW00012464,1950-07-11,FEMALE
NASAW00012465,1983-09-04,M
NASAW00012466,1968-01-28,MALE
NASAW00012467,1966-10-09,Male
NASAW00012468,1956-07-09,F
NASAW00012469,1991-07-18,FEMALE
NASAW00012470,1951-07-21,Female
NASAW00012471,1997-01-25,Female
NASAW00012472,1992-07-24,F
NASAW00012473,1985-04-22,Male
NASAW00012474,1961-05-09,Female
NASAW00012475,2004-09-17,f 
NASAW00012476,1999-03-15,f 
NASAW00012477,1982-03-29,f 
NASAW00012478,1956-01-18,Male
NASAW00012479,1994-10-15,
NASAW00012480,1992-06-11,Male
NASAW00012481,1957-02-16,F
NASAW00012482,1982-08-12,Female
NASAW00012483,1967-05-29,M
NASAW00012484,1996-04-20,FEMALE
NASAW00012485,1975-12-12,Female
NASAW00012486,1976-02-01,F
NASAW00012487,1954-08-31,  
NASAW00012488,1966-04-08,Female
NASAW00012489,1998-02-15,f 
NASAW00012490,1977-01-29,f 
NASAW00012491,1950-11-20,m
NASAW00012492,1979-06-18,MALE
NASAW00012493,1977-10-25,FEMALE
AW00012494,1984-06-10,MALE
NASAW00012495,1984-04-03,Female
NASAW00012496,1996-12-12,F
NASAW00012497,1979-10-21,  
NASAW00012498,2001-10-22,
NASAW00012499,1956-05-06,MALE
NASAW00012500,1970-04-14,Female
NASAW00012501,2003-06-12,F
NASAW00012502,1975-10-13,f 
NASAW00012503,1991-08-06,
NASAW00012504,2001-11-22,
NASAW00012505,1980-10-07,
NASAW00012506,1974-01-21,Male
NASAW00012507,2003-12-19,m
NASAW00012508,1971-07-02,
NASAW00012509,1963-01-12,M
AW00012510,1994-07-11,  
NASAW00012511,1959-06-12,MALE
NASAW00012512,1962-10-23,  
NASAW00012513,1991-06-13,Male
NASAW00012514,1958-04-10,Male
NASAW00012515,1988-05-19,MALE
NASAW00012516,1979-09-06,MALE
NASAW00012517,2001-10-21,Male
NASAW00012518,1979-09-18,M
NASAW00012519,1998-12-10,F
NASAW00012520,1965-11-06,F
NASAW00012521,1979-02-23,M
AW00012522,1953-08-23,Female
NASAW00012523,1974-05-17,  
NASAW00012524,2002-03-24,FEMALE
NASAW00012525,1965-05-26,
NASAW00012526,1964-07-07,FEMALE
NASAW00012527,1996-05-31,Male
AW00012528,1993-05-21,m
NASAW00012529,1994-04-15,f 
NASAW00012530,1961-04-29,  
AW00012531,1976-08-13,Female
NASAW00012532,1988-01-01,F
NASAW00012533,1965-11-26,  
NASAW00012534,1966-11-22,Female
AW00012535,2000-11-09,Female
NASAW00012536,1973-08-06,Female
NASAW00012537,1973-06-21,M
NASAW00012538,1969-11-07,FEMALE
NASAW00012539,1972-05-12,Male
NASAW00012540,1960-11-25,f 
NASAW00012541,1950-06-17,MALE
NASAW00012542,1950-05-29,MALE
NASAW00012543,1957-09-04,Male
NASAW00012544,1952-05-02,m
NASAW00012545,1995-09-22,  
AW00012546,1993-09-16,MALE
NASAW00012547,1983-05-09,f 
NASAW00012548,1960-06-02,  
NASAW00012549,1978-11-14,f 
NASAW00012550,1955-12-31,FEMALE
NASAW00012551,1999-05-02,f 
NASAW00012552,1957-02-05,
NASAW00012553,1996-07-17,m
NASAW00012554,1999-06-27,F
NASAW00012555,1999-07-23,MALE
NASAW00012556,1986-11-14,Male
NASAW00012557,1979-11-23,m
NASAW00012558,1975-03-08,Female
NASAW00012559,1993-06-20,FEMALE
NASAW00012560,1953-05-20,F
NASAW00012561,1962-12-15,MALE
NASAW00012562,1980-05-07,f 
NASAW00012563,1972-04-21,f 
NASAW00012564,2003-08-07,M
NASAW00012565,1965-10-19,m
NASAW00012566,1982-12-08,f 
NASAW00012567,1984-08-07,MALE
